,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
86,"Platte County, Missouri",73826,74316,76143.0,77986.0,79577.0,81106.0,82615.0,83913.0,85656.0,87003.0,88219.0,89322,89677
87,"Polk County, Missouri",26922,26999,27421.0,27826.0,28345.0,28690.0,29308.0,30053.0,30576.0,30790.0,31085.0,31137,31139
88,"Pulaski County, Missouri",41170,41957,43558.0,44535.0,44507.0,45301.0,45570.0,46482.0,47357.0,48300.0,50630.0,52274,52803
89,"Putnam County, Missouri",5216,5231,5203.0,5180.0,5161.0,5131.0,5153.0,5167.0,5047.0,5028.0,4988.0,4979,4972
90,"Ralls County, Missouri",9632,9669,9704.0,9755.0,9755.0,9792.0,9998.0,10092.0,10148.0,10117.0,10109.0,10167,10169
91,"Randolph County, Missouri",24663,24660,24679.0,24701.0,25010.0,25211.0,25451.0,25480.0,25597.0,25597.0,25364.0,25414,25437
92,"Ray County, Missouri",23374,23393,23427.0,23538.0,23703.0,23739.0,23605.0,23842.0,23712.0,23764.0,23541.0,23494,23474
93,"Reynolds County, Missouri",6687,6708,6557.0,6664.0,6668.0,6717.0,6707.0,6707.0,6736.0,6688.0,6667.0,6696,6692
94,"Ripley County, Missouri",13505,13482,13460.0,13608.0,13752.0,13843.0,13920.0,14049.0,14059.0,14039.0,14033.0,14100,14103
95,"St. Charles County, Missouri",283939,286218,294908.0,303224.0,311405.0,319729.0,328892.0,337952.0,345395.0,351179.0,356902.0,360485,361602
96,"St. Clair County, Missouri",9652,9698,9656.0,9692.0,9656.0,9711.0,9733.0,9694.0,9802.0,9757.0,9708.0,9805,9823
97,"Ste. Genevieve County, Missouri",17819,17973,18013.0,18039.0,18161.0,18218.0,18233.0,18263.0,18293.0,18186.0,18156.0,18145,18126
98,"St. Francois County, Missouri",55643,55773,56242.0,56823.0,58118.0,60829.0,62298.0,62917.0,63636.0,64280.0,64864.0,65359,65498
99,"St. Louis County, Missouri",1016202,1016178,1016243.0,1014359.0,1011678.0,1007813.0,1004109.0,1002050.0,999389.0,998331.0,998618.0,998954,998881
100,"Saline County, Missouri",23764,23747,23399.0,22960.0,22896.0,23058.0,23053.0,23008.0,23029.0,22967.0,23221.0,23370,23406
101,"Schuyler County, Missouri",4173,4178,4184.0,4245.0,4264.0,4313.0,4280.0,4267.0,4313.0,4383.0,4414.0,4431,4429
102,"Scotland County, Missouri",4983,4976,4956.0,4877.0,4879.0,4838.0,4793.0,4823.0,4830.0,4818.0,4842.0,4843,4842
103,"Scott County, Missouri",40437,40371,40206.0,39885.0,39850.0,39704.0,39719.0,39626.0,39509.0,39293.0,39185.0,39191,39238
104,"Shannon County, Missouri",8319,8331,8303.0,8273.0,8213.0,8254.0,8300.0,8313.0,8402.0,8420.0,8446.0,8441,8437
105,"Shelby County, Missouri",6808,6790,6787.0,6724.0,6669.0,6661.0,6683.0,6533.0,6500.0,6421.0,6369.0,6373,6370
106,"Stoddard County, Missouri",29720,29756,29772.0,29976.0,29908.0,30064.0,30240.0,30314.0,30253.0,30062.0,29821.0,29968,29997
107,"Stone County, Missouri",28505,28600,28841.0,29347.0,30044.0,30542.0,30800.0,31546.0,31966.0,32119.0,32214.0,32202,32172
108,"Sullivan County, Missouri",7228,7227,7237.0,7247.0,7042.0,6925.0,6840.0,6783.0,6706.0,6736.0,6689.0,6714,6725
109,"Taney County, Missouri",39776,40059,40609.0,41554.0,42447.0,43381.0,44635.0,46200.0,48020.0,49711.0,50794.0,51675,51893
110,"Texas County, Missouri",22996,23049,24174.0,24464.0,24388.0,24845.0,24961.0,25385.0,25490.0,25597.0,25790.0,26008,26048
111,"Vernon County, Missouri",20449,20428,20514.0,20454.0,20481.0,20620.0,20722.0,20715.0,20746.0,20891.0,21071.0,21159,21162
112,"Warren County, Missouri",24536,24745,25426.0,26266.0,27169.0,27971.0,29095.0,30175.0,31152.0,31975.0,32320.0,32513,32551
113,"Washington County, Missouri",23318,23395,23514.0,23796.0,23956.0,24174.0,24211.0,24619.0,24856.0,25113.0,25111.0,25195,25205
114,"Wayne County, Missouri",13237,13259,13368.0,13318.0,13435.0,13394.0,13514.0,13429.0,13356.0,13397.0,13486.0,13521,13499
115,"Webster County, Missouri",31041,31219,31863.0,32299.0,32680.0,33394.0,34005.0,34692.0,35477.0,35938.0,35997.0,36202,36287
116,"Worth County, Missouri",2384,2382,2324.0,2320.0,2291.0,2269.0,2231.0,2202.0,2217.0,2166.0,2199.0,2171,2155
117,"Wright County, Missouri",17937,17926,17963.0,18147.0,18217.0,18226.0,18489.0,18554.0,18713.0,18904.0,18633.0,18815,18853
118,"St. Louis city, Missouri",348192,347144,343243.0,338457.0,334893.0,330988.0,324945.0,320131.0,317959.0,317955.0,318842.0,319294,319156
4,"Beaverhead County, Montana",9192,9204,9058.0,9018.0,8924.0,8908.0,8904.0,9012.0,9028.0,9166.0,9200.0,9246,9253
5,"Big Horn County, Montana",12676,12669,12783.0,12713.0,12652.0,12731.0,12634.0,12540.0,12549.0,12564.0,12747.0,12865,12914
6,"Blaine County, Montana",7009,6968,6748.0,6769.0,6699.0,6571.0,6592.0,6536.0,6472.0,6401.0,6445.0,6491,6507
7,"Broadwater County, Montana",4380,4378,4438.0,4478.0,4562.0,4711.0,4775.0,4958.0,5089.0,5261.0,5496.0,5612,5629
8,"Carbon County, Montana",9545,9561,9665.0,9714.0,9747.0,9796.0,9921.0,9916.0,9973.0,9965.0,10033.0,10078,10085
9,"Carter County, Montana",1358,1335,1337.0,1319.0,1290.0,1284.0,1258.0,1227.0,1216.0,1172.0,1180.0,1160,1154
10,"Cascade County, Montana",80356,80318,80055.0,79848.0,79633.0,80198.0,80041.0,79984.0,80099.0,80529.0,80680.0,81327,81519
11,"Chouteau County, Montana",5962,6062,5899.0,5811.0,5775.0,5729.0,5708.0,5709.0,5746.0,5774.0,5793.0,5813,5803
12,"Custer County, Montana",11694,11678,11484.0,11510.0,11438.0,11510.0,11423.0,11395.0,11480.0,11515.0,11646.0,11699,11703
13,"Daniels County, Montana",2017,2005,1999.0,1912.0,1881.0,1804.0,1782.0,1748.0,1702.0,1704.0,1732.0,1751,1758
14,"Dawson County, Montana",9059,9050,8963.0,8801.0,8812.0,8764.0,8800.0,8853.0,8944.0,8925.0,9008.0,8966,8936
15,"Deer Lodge County, Montana",9416,9409,9303.0,9238.0,9189.0,9274.0,9274.0,9180.0,9264.0,9351.0,9260.0,9298,9294
16,"Fallon County, Montana",2835,2816,2741.0,2725.0,2769.0,2773.0,2712.0,2722.0,2768.0,2807.0,2882.0,2890,2887
17,"Fergus County, Montana",11905,11902,11736.0,11666.0,11565.0,11546.0,11444.0,11501.0,11463.0,11448.0,11571.0,11586,11582
18,"Flathead County, Montana",74507,74774,76171.0,77583.0,79643.0,81247.0,83320.0,85759.0,88245.0,90260.0,90910.0,90928,90901
19,"Gallatin County, Montana",67837,68375,70120.0,71824.0,74504.0,77124.0,80310.0,83984.0,86620.0,88932.0,89187.0,89513,89658
20,"Garfield County, Montana",1279,1268,1269.0,1258.0,1254.0,1236.0,1202.0,1233.0,1234.0,1205.0,1240.0,1206,1192
21,"Glacier County, Montana",13240,13183,13098.0,13101.0,13168.0,13388.0,13264.0,13250.0,13179.0,13109.0,13266.0,13399,13451
22,"Golden Valley County, Montana",1040,1019,992.0,1012.0,981.0,1001.0,1014.0,973.0,964.0,890.0,897.0,884,884
23,"Granite County, Montana",2841,2849,2905.0,2919.0,2931.0,2943.0,3009.0,3013.0,3039.0,3031.0,3057.0,3079,3082
24,"Hill County, Montana",16671,16605,16378.0,16139.0,15988.0,15947.0,15870.0,15981.0,16031.0,15889.0,15981.0,16096,16152
25,"Jefferson County, Montana",10034,10052,10087.0,10181.0,10262.0,10511.0,10709.0,10801.0,11040.0,11203.0,11364.0,11406,11424
26,"Judith Basin County, Montana",2326,2330,2266.0,2246.0,2201.0,2196.0,2161.0,2146.0,2083.0,2071.0,2076.0,2072,2068
27,"Lake County, Montana",26482,26588,26810.0,26814.0,27117.0,27634.0,28023.0,28283.0,28235.0,28515.0,28668.0,28746,28766
28,"Lewis and Clark County, Montana",55716,55886,56262.0,56271.0,57110.0,58041.0,58529.0,59529.0,60646.0,61747.0,62671.0,63395,63620
29,"Liberty County, Montana",2158,2168,2163.0,2144.0,2212.0,2263.0,2266.0,2216.0,2236.0,2225.0,2283.0,2339,2344
30,"Lincoln County, Montana",18820,18818,18646.0,18669.0,18861.0,18991.0,19180.0,19228.0,19440.0,19541.0,19657.0,19687,19670
31,"McCone County, Montana",1971,1960,1874.0,1828.0,1797.0,1781.0,1778.0,1765.0,1767.0,1720.0,1705.0,1734,1741
32,"Madison County, Montana",6848,6870,6856.0,6935.0,6894.0,6999.0,7211.0,7343.0,7560.0,7674.0,7674.0,7691,7691
33,"Meagher County, Montana",1928,1916,1906.0,1895.0,1913.0,1935.0,1899.0,1923.0,1908.0,1893.0,1897.0,1891,1887
34,"Mineral County, Montana",3871,3877,3839.0,3837.0,3936.0,3985.0,4133.0,4211.0,4156.0,4177.0,4200.0,4223,4219
35,"Missoula County, Montana",95803,96178,97435.0,98968.0,99976.0,100934.0,102298.0,104372.0,106110.0,107747.0,108717.0,109299,109494
36,"Musselshell County, Montana",4492,4471,4368.0,4353.0,4361.0,4370.0,4323.0,4398.0,4394.0,4423.0,4478.0,4538,4560
37,"Park County, Montana",15694,15710,15651.0,15676.0,15539.0,15509.0,15629.0,15690.0,15828.0,15896.0,15738.0,15636,15608
38,"Petroleum County, Montana",493,493,490.0,506.0,506.0,519.0,492.0,495.0,470.0,481.0,488.0,494,495
39,"Phillips County, Montana",4601,4568,4498.0,4383.0,4317.0,4295.0,4228.0,4166.0,4193.0,4182.0,4242.0,4253,4249
40,"Pondera County, Montana",6425,6384,6360.0,6285.0,6228.0,6140.0,6148.0,6172.0,6169.0,6117.0,6109.0,6153,6160
41,"Powder River County, Montana",1858,1847,1814.0,1834.0,1837.0,1789.0,1739.0,1794.0,1761.0,1756.0,1738.0,1743,1741
42,"Powell County, Montana",7185,7203,7033.0,6986.0,6893.0,6872.0,6997.0,7115.0,7117.0,7036.0,7093.0,7027,7022
43,"Prairie County, Montana",1199,1179,1208.0,1173.0,1168.0,1153.0,1098.0,1098.0,1083.0,1123.0,1139.0,1179,1189
44,"Ravalli County, Montana",36093,36301,36683.0,37308.0,38184.0,38739.0,39012.0,39555.0,40023.0,40223.0,39956.0,40212,40308
45,"Richland County, Montana",9666,9619,9424.0,9286.0,9195.0,9096.0,9207.0,9267.0,9356.0,9430.0,9679.0,9746,9759
46,"Roosevelt County, Montana",10632,10623,10558.0,10389.0,10344.0,10459.0,10437.0,10285.0,10166.0,10129.0,10334.0,10425,10453
47,"Rosebud County, Montana",9389,9399,9248.0,9196.0,9210.0,9136.0,9131.0,9057.0,9089.0,9095.0,9174.0,9233,9254
48,"Sanders County, Montana",10238,10287,10489.0,10466.0,10554.0,10895.0,11002.0,11178.0,11364.0,11433.0,11471.0,11413,11382
49,"Sheridan County, Montana",4105,4078,3952.0,3825.0,3697.0,3683.0,3573.0,3507.0,3469.0,3385.0,3387.0,3384,3377
50,"Silver Bow County, Montana",34625,34571,33882.0,33636.0,33474.0,33416.0,33414.0,33441.0,33489.0,33812.0,34008.0,34200,34234
51,"Stillwater County, Montana",8221,8247,8392.0,8441.0,8451.0,8435.0,8481.0,8659.0,8867.0,8945.0,9077.0,9117,9121
52,"Sweet Grass County, Montana",3601,3633,3594.0,3617.0,3591.0,3676.0,3675.0,3697.0,3778.0,3755.0,3731.0,3651,3622
53,"Teton County, Montana",6449,6436,6373.0,6286.0,6314.0,6209.0,6105.0,6110.0,6143.0,6143.0,6050.0,6073,6081
54,"Toole County, Montana",5255,5261,5228.0,5184.0,5006.0,5069.0,5130.0,5085.0,4969.0,5079.0,5245.0,5324,5337
55,"Treasure County, Montana",857,854,836.0,793.0,784.0,799.0,766.0,759.0,748.0,754.0,720.0,718,713
56,"Valley County, Montana",7673,7653,7587.0,7512.0,7427.0,7422.0,7367.0,7272.0,7332.0,7415.0,7349.0,7369,7359
57,"Wheatland County, Montana",2259,2243,2174.0,2193.0,2131.0,2113.0,2086.0,2035.0,2080.0,2151.0,2158.0,2168,2166
58,"Wibaux County, Montana",1067,1072,1032.0,1028.0,1020.0,1019.0,995.0,984.0,1014.0,986.0,1030.0,1017,1008
59,"Yellowstone County, Montana",129347,129570,130801.0,132165.0,133715.0,135441.0,137623.0,139582.0,141518.0,144255.0,146465.0,147972,148432
4,"Adams County, Nebraska",31150,31154,31021.0,30716.0,30693.0,30740.0,30987.0,30910.0,30892.0,31160.0,31280.0,31364,31388
5,"Antelope County, Nebraska",7447,7435,7242.0,7229.0,7172.0,7063.0,6994.0,6836.0,6767.0,6704.0,6739.0,6685,6664
6,"Arthur County, Nebraska",444,445,423.0,421.0,439.0,433.0,428.0,450.0,457.0,453.0,442.0,460,463
7,"Banner County, Nebraska",815,819,808.0,769.0,763.0,749.0,731.0,733.0,715.0,677.0,686.0,690,690
8,"Blaine County, Nebraska",583,583,564.0,551.0,545.0,515.0,492.0,493.0,463.0,456.0,477.0,478,478
9,"Boone County, Nebraska",6259,6214,6146.0,6053.0,5888.0,5813.0,5746.0,5623.0,5582.0,5548.0,5514.0,5505,5500
10,"Box Butte County, Nebraska",12159,12235,11985.0,11951.0,11719.0,11528.0,11422.0,11338.0,11409.0,11482.0,11347.0,11308,11285
11,"Boyd County, Nebraska",2443,2431,2390.0,2352.0,2304.0,2246.0,2219.0,2143.0,2109.0,2102.0,2075.0,2099,2107
12,"Brown County, Nebraska",3525,3534,3510.0,3497.0,3478.0,3441.0,3329.0,3319.0,3225.0,3149.0,3115.0,3145,3154
13,"Buffalo County, Nebraska",42232,42310,42418.0,42949.0,43251.0,43753.0,44131.0,44645.0,45060.0,45343.0,45970.0,46102,46165
14,"Burt County, Nebraska",7791,7786,7659.0,7486.0,7366.0,7399.0,7225.0,7122.0,6999.0,6967.0,6885.0,6858,6847
15,"Butler County, Nebraska",8857,8826,8878.0,8817.0,8716.0,8631.0,8479.0,8396.0,8375.0,8355.0,8387.0,8395,8398
16,"Cass County, Nebraska",24319,24365,24460.0,24602.0,24868.0,25074.0,25170.0,25240.0,25256.0,25322.0,25122.0,25241,25291
17,"Cedar County, Nebraska",9626,9604,9470.0,9391.0,9291.0,9246.0,9240.0,9060.0,8941.0,8839.0,8854.0,8852,8837
18,"Chase County, Nebraska",4068,4053,4003.0,4045.0,4090.0,4018.0,3983.0,3965.0,3913.0,3865.0,3921.0,3966,3971
19,"Cherry County, Nebraska",6149,6152,6060.0,6054.0,6031.0,6064.0,6039.0,5927.0,5834.0,5752.0,5683.0,5713,5717
20,"Cheyenne County, Nebraska",9833,9832,9943.0,9973.0,9935.0,9970.0,10125.0,9943.0,10139.0,10150.0,10032.0,9998,9979
21,"Clay County, Nebraska",7036,7029,6944.0,6899.0,6859.0,6795.0,6669.0,6609.0,6564.0,6543.0,6512.0,6542,6543
22,"Colfax County, Nebraska",10434,10452,10440.0,10478.0,10433.0,10457.0,10238.0,9993.0,9993.0,10083.0,10380.0,10515,10558
23,"Cuming County, Nebraska",10203,10169,10054.0,9962.0,9832.0,9709.0,9642.0,9440.0,9286.0,9215.0,9132.0,9139,9140
24,"Custer County, Nebraska",11794,11784,11593.0,11508.0,11388.0,11328.0,11248.0,11090.0,11005.0,11001.0,10999.0,10939,10912
25,"Dakota County, Nebraska",20265,20296,20331.0,20374.0,20488.0,20410.0,20191.0,20295.0,20564.0,20559.0,20924.0,21006,21028
26,"Dawes County, Nebraska",9060,9054,9162.0,9227.0,9306.0,9127.0,9087.0,9040.0,9181.0,9134.0,9218.0,9182,9170
27,"Dawson County, Nebraska",24370,24410,24359.0,24149.0,24175.0,24112.0,24085.0,24291.0,24178.0,24160.0,24212.0,24326,24383
28,"Deuel County, Nebraska",2089,2086,2085.0,2029.0,2027.0,2025.0,1999.0,1969.0,1982.0,1986.0,1941.0,1941,1936
29,"Dixon County, Nebraska",6277,6246,6156.0,6064.0,5984.0,5908.0,5961.0,5987.0,5993.0,6004.0,6013.0,6000,6003
30,"Dodge County, Nebraska",36150,36231,36143.0,36060.0,36184.0,36267.0,36442.0,36597.0,36647.0,36548.0,36604.0,36691,36707
31,"Douglas County, Nebraska",463567,464701,468125.0,471866.0,476701.0,482075.0,488114.0,493757.0,498743.0,504547.0,511902.0,517110,518777
32,"Dundy County, Nebraska",2292,2268,2179.0,2159.0,2170.0,2154.0,2091.0,2051.0,2010.0,1973.0,1997.0,2008,2008
33,"Fillmore County, Nebraska",6634,6607,6493.0,6376.0,6371.0,6281.0,6126.0,6053.0,5985.0,5940.0,5898.0,5890,5889
34,"Franklin County, Nebraska",3569,3544,3467.0,3484.0,3440.0,3411.0,3425.0,3352.0,3207.0,3167.0,3186.0,3225,3235
35,"Frontier County, Nebraska",3089,3085,3069.0,3037.0,2981.0,2990.0,2944.0,2879.0,2860.0,2786.0,2772.0,2756,2743
36,"Furnas County, Nebraska",5324,5299,5232.0,5261.0,5207.0,5112.0,5051.0,5016.0,4929.0,4873.0,4934.0,4959,4958
37,"Gage County, Nebraska",22992,22955,23039.0,23031.0,23056.0,23052.0,22866.0,22875.0,22843.0,22574.0,22364.0,22311,22301
38,"Garden County, Nebraska",2294,2289,2306.0,2284.0,2304.0,2245.0,2111.0,2120.0,2046.0,2004.0,2010.0,2057,2065
39,"Garfield County, Nebraska",1902,1899,1913.0,1945.0,1936.0,1955.0,1969.0,1984.0,1977.0,2001.0,2029.0,2049,2047
40,"Gosper County, Nebraska",2143,2146,2096.0,2100.0,2136.0,2112.0,2110.0,2075.0,2101.0,2049.0,2020.0,2044,2047
41,"Grant County, Nebraska",735,736,743.0,726.0,697.0,680.0,676.0,677.0,660.0,653.0,619.0,614,610
42,"Greeley County, Nebraska",2714,2712,2700.0,2696.0,2662.0,2643.0,2577.0,2578.0,2538.0,2548.0,2502.0,2538,2544
43,"Hall County, Nebraska",53577,53569,53508.0,53722.0,54050.0,54413.0,54535.0,55190.0,55742.0,56795.0,57955.0,58607,58814
44,"Hamilton County, Nebraska",9408,9377,9307.0,9323.0,9349.0,9319.0,9269.0,9196.0,9204.0,9157.0,9113.0,9124,9132
45,"Harlan County, Nebraska",3783,3764,3732.0,3677.0,3717.0,3633.0,3558.0,3522.0,3511.0,3435.0,3406.0,3423,3424
46,"Hayes County, Nebraska",1068,1070,1088.0,1098.0,1092.0,1063.0,1051.0,994.0,977.0,986.0,987.0,967,958
47,"Hitchcock County, Nebraska",3110,3103,3095.0,3056.0,3047.0,3055.0,2954.0,2956.0,2931.0,2927.0,2906.0,2908,2904
48,"Holt County, Nebraska",11544,11487,11346.0,11210.0,11042.0,10868.0,10839.0,10613.0,10541.0,10399.0,10406.0,10435,10434
49,"Hooker County, Nebraska",783,773,745.0,731.0,737.0,748.0,744.0,751.0,732.0,734.0,733.0,736,738
50,"Howard County, Nebraska",6561,6523,6448.0,6427.0,6509.0,6465.0,6432.0,6357.0,6333.0,6261.0,6288.0,6274,6273
51,"Jefferson County, Nebraska",8340,8324,8288.0,8253.0,8157.0,8117.0,8025.0,7970.0,7765.0,7684.0,7602.0,7547,7517
52,"Johnson County, Nebraska",4488,4506,4491.0,4927.0,5102.0,5372.0,5257.0,5257.0,5163.0,5203.0,5199.0,5217,5231
53,"Kearney County, Nebraska",6887,6889,6842.0,6785.0,6800.0,6776.0,6698.0,6614.0,6624.0,6554.0,6476.0,6489,6492
54,"Keith County, Nebraska",8868,8839,8767.0,8757.0,8514.0,8444.0,8418.0,8381.0,8423.0,8290.0,8320.0,8368,8367
55,"Keya Paha County, Nebraska",985,981,966.0,957.0,964.0,942.0,904.0,892.0,857.0,836.0,820.0,824,824
56,"Kimball County, Nebraska",4085,4060,4055.0,4046.0,3960.0,3921.0,3925.0,3879.0,3809.0,3761.0,3799.0,3821,3820
57,"Knox County, Nebraska",9370,9336,9177.0,9108.0,9065.0,9025.0,8897.0,8846.0,8862.0,8708.0,8700.0,8701,8693
58,"Lancaster County, Nebraska",250307,251523,254630.0,258398.0,262667.0,265087.0,268868.0,272286.0,276012.0,279605.0,283097.0,285407,286141
59,"Lincoln County, Nebraska",34630,34660,34669.0,34525.0,34776.0,35177.0,35577.0,35973.0,36011.0,36301.0,36280.0,36288,36270
60,"Logan County, Nebraska",774,773,780.0,764.0,737.0,738.0,747.0,756.0,751.0,730.0,738.0,763,770
61,"Loup County, Nebraska",712,709,715.0,736.0,722.0,669.0,652.0,635.0,649.0,630.0,629.0,632,634
62,"McPherson County, Nebraska",533,532,534.0,549.0,538.0,531.0,522.0,518.0,545.0,558.0,537.0,539,538
63,"Madison County, Nebraska",35254,35230,35601.0,35862.0,35858.0,35722.0,35631.0,35415.0,34298.0,34319.0,34609.0,34876,34960
64,"Merrick County, Nebraska",8189,8152,8045.0,8054.0,8033.0,8018.0,7904.0,7813.0,7709.0,7734.0,7813.0,7845,7851
65,"Morrill County, Nebraska",5443,5420,5344.0,5225.0,5202.0,5147.0,5110.0,5090.0,5122.0,5079.0,5019.0,5042,5046
66,"Nance County, Nebraska",4042,4054,4039.0,3948.0,3842.0,3787.0,3831.0,3807.0,3766.0,3745.0,3729.0,3735,3730
67,"Nemaha County, Nebraska",7580,7578,7446.0,7330.0,7215.0,7182.0,7252.0,7311.0,7220.0,7280.0,7178.0,7248,7258
68,"Nuckolls County, Nebraska",5056,5032,4947.0,4844.0,4873.0,4872.0,4796.0,4709.0,4642.0,4571.0,4495.0,4500,4497
69,"Otoe County, Nebraska",15402,15494,15554.0,15524.0,15478.0,15525.0,15607.0,15753.0,15841.0,15728.0,15608.0,15740,15773
70,"Pawnee County, Nebraska",3089,3088,3020.0,3020.0,2907.0,2907.0,2884.0,2802.0,2791.0,2711.0,2752.0,2773,2777
71,"Perkins County, Nebraska",3199,3181,3125.0,3119.0,3082.0,3134.0,3145.0,3041.0,3013.0,2949.0,2937.0,2970,2975
72,"Phelps County, Nebraska",9746,9733,9704.0,9684.0,9576.0,9535.0,9402.0,9405.0,9222.0,9195.0,9148.0,9188,9199
73,"Pierce County, Nebraska",7843,7824,7731.0,7627.0,7615.0,7477.0,7508.0,7416.0,7314.0,7286.0,7260.0,7266,7266
74,"Platte County, Nebraska",31574,31500,31319.0,30939.0,30756.0,30658.0,30865.0,31100.0,31408.0,31527.0,32017.0,32237,32324
75,"Polk County, Nebraska",5629,5610,5533.0,5556.0,5529.0,5466.0,5473.0,5409.0,5447.0,5402.0,5409.0,5406,5395
76,"Red Willow County, Nebraska",11456,11487,11483.0,11436.0,11336.0,11351.0,11219.0,11194.0,11053.0,11034.0,11018.0,11055,11045
77,"Richardson County, Nebraska",9531,9507,9260.0,9125.0,8949.0,8879.0,8799.0,8642.0,8480.0,8413.0,8383.0,8363,8350
78,"Rock County, Nebraska",1754,1743,1709.0,1674.0,1600.0,1597.0,1557.0,1552.0,1551.0,1554.0,1550.0,1526,1517
79,"Saline County, Nebraska",13858,13880,14004.0,14110.0,14232.0,14206.0,14136.0,13987.0,14069.0,14048.0,14166.0,14200,14219
80,"Sarpy County, Nebraska",122633,123309,126442.0,129496.0,132017.0,136339.0,140239.0,144070.0,148214.0,152762.0,156147.0,158840,159709
81,"Saunders County, Nebraska",19827,19852,19962.0,19925.0,20104.0,20248.0,20460.0,20411.0,20483.0,20446.0,20515.0,20780,20858
82,"Scotts Bluff County, Nebraska",36952,37012,36561.0,36572.0,36468.0,36278.0,36277.0,36223.0,36338.0,36536.0,36677.0,36970,37072
83,"Seward County, Nebraska",16491,16519,16607.0,16574.0,16527.0,16681.0,16601.0,16654.0,16490.0,16653.0,16536.0,16750,16807
84,"Sheridan County, Nebraska",6186,6165,5995.0,5995.0,5842.0,5851.0,5726.0,5649.0,5592.0,5500.0,5498.0,5469,5452
85,"Sherman County, Nebraska",3312,3298,3289.0,3228.0,3222.0,3255.0,3239.0,3148.0,3145.0,3147.0,3129.0,3152,3152
86,"Sioux County, Nebraska",1475,1471,1406.0,1443.0,1489.0,1438.0,1437.0,1409.0,1404.0,1360.0,1324.0,1311,1304
87,"Stanton County, Nebraska",6453,6416,6374.0,6453.0,6437.0,6426.0,6376.0,6363.0,6248.0,6145.0,6157.0,6129,6124
88,"Thayer County, Nebraska",6042,6030,5884.0,5723.0,5625.0,5495.0,5454.0,5312.0,5308.0,5253.0,5210.0,5228,5229
89,"Thomas County, Nebraska",728,733,717.0,691.0,689.0,664.0,661.0,659.0,667.0,661.0,655.0,647,641
90,"Thurston County, Nebraska",7167,7139,7085.0,6989.0,6987.0,6943.0,7009.0,6947.0,6925.0,6821.0,6866.0,6940,6975
